1560670439112,-0.002243042,-0.002670288,-0.0014801025
1560670439132,-0.002243042,-0.0032806396,-0.0033111572
1560670439161,2.1362305E-4,-0.0038909912,-0.006652832
1560670439170,-9.1552734E-5,-0.00541687,-0.0060577393
1560670439189,-0.0019378662,-0.008178711,-0.0036010742
1560670439209,-0.002243042,-0.010009766,-0.0036010742
1560670439228,-0.0028533936,-0.012756348,-0.003921509
1560670439248,-7.171631E-4,-0.018249512,-8.544922E-4
1560670439268,-3.9672852E-4,-0.023742676,3.5095215E-4
1560670439287,-0.0028533936,-0.02772522,-0.002090454
1560670439307,-0.002243042,-0.030471802,-0.0029907227
1560670439328,-0.0010223389,-0.032608032,-8.544922E-4
1560670439347,-3.9672852E-4,-0.033828735,6.1035156E-5
1560670439365,-0.0013275146,-0.035354614,-0.0017700195
1560670439392,-0.0016326904,-0.03779602,-0.0014801025
1560670439404,2.1362305E-4,-0.03627014,6.1035156E-5
1560670439424,0.0020446777,-0.03565979,-5.493164E-4
1560670439443,0.001739502,-0.03199768,-0.0045318604
1560670439463,8.239746E-4,-0.024658203,-0.0063476562
1560670439482,2.1362305E-4,-0.016723633,-0.003921509
1560670439502,-7.171631E-4,-0.009399414,-0.0017700195
1560670439522,0.0,-0.003967285,-0.0050201416
1560670439542,-0.0018463135,-0.0021362305,-0.0077819824
1560670439561,-0.0030517578,-3.0517578E-4,-0.0062561035
1560670439580,-0.002456665,9.1552734E-4,-0.00440979
1560670439600,-0.0027618408,-9.1552734E-4,-0.0019836426
1560670439619,-0.0021514893,-0.0030517578,0.0029144287
1560670439641,-0.0015411377,-0.0064086914,0.0071868896
1560670439660,-3.0517578E-4,-0.009170532,0.009628296
1560670439681,-0.0015411377,-0.010391235,0.007797241
1560670439699,-0.0033721924,-0.010696411,0.0062713623
1560670439719,-0.0021514893,-0.010986328,0.0056610107
1560670439737,-6.1035156E-4,-0.009475708,0.0035247803
1560670439757,-0.0015411377,-0.01008606,-0.001373291
1560670439776,-0.0018463135,-0.00793457,-0.0065460205
1560670439796,-0.0018310547,-0.0073242188,-0.007171631
1560670439819,-1.5258789E-5,-0.0073242188,-0.0053253174
1560670439836,0.0012207031,-0.003967285,-0.0065460205
1560670439857,0.0015258789,-0.0018310547,-0.009002686
1560670439875,9.1552734E-4,-0.0051879883,-0.007171631
1560670439897,-0.003982544,-0.008865356,-0.0028839111
1560670439913,-0.0027618408,-0.010375977,-0.001373291
1560670439933,-0.0012207031,-0.012832642,-0.00440979
1560670439952,-0.0018310547,-0.014663696,-0.008392334
1560670439972,-0.0030670166,-0.014663696,-0.005340576
1560670439991,-6.1035156E-4,-0.014053345,0.001083374
1560670440011,6.1035156E-4,-0.013137817,0.0029144287
1560670440031,-3.0517578E-4,-0.011306763,-0.0013580322
1560670440050,-0.0018310547,-0.008239746,-0.005935669
1560670440070,-3.0517578E-4,-0.008239746,-0.0041046143
1560670440089,-3.0517578E-4,-0.0061035156,-0.001663208
1560670440109,2.89917E-4,-0.0033569336,-0.0025787354
1560670440130,6.1035156E-4,-0.00579834,-0.004425049
1560670440149,0.002746582,-0.0048828125,-0.0047302246
1560670440168,0.0012207031,-0.0061035156,-0.001663208
1560670440187,0.0021362305,-0.0024414062,-0.0034942627
